evidence_id,sample_id,retrieved_doc_id,retrieved_text_chunk,chunk_rank,similarity_score,source_type,source_reliability,evidence_relevance,supports_answer,contradicts_answer
EVD-00491-1,SMP-00491,DOC-0105,"Environment Reference Note 105: How does deforestation affect ecosystems. Evidence summary: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Validation note: answer claims should remain limited to what this chunk supports.",1,0.913,synthetic policy brief,medium,partially relevant,no,no
EVD-00491-2,SMP-00491,DOC-0105,"Environment Reference Note 105: How does deforestation affect ecosystems. Evidence summary: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Validation note: answer claims should remain limited to what this chunk supports.",2,0.421,curated knowledge card,medium,relevant,yes,yes
EVD-00491-3,SMP-00491,DOC-0090,"Environment Reference Note 090: What is renewable energy. Evidence summary: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Validation note: answer claims should remain limited to what this chunk supports.",3,0.469,synthetic policy brief,high,partially relevant,yes,no
EVD-00492-1,SMP-00492,DOC-0004,Finance Reference Note 004: Why is an emergency fund useful. Evidence summary: An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress. Validation note: answer claims should remain limited to what this chunk supports.,1,0.695,public-domain style explainer,high,partially relevant,no,no
EVD-00492-2,SMP-00492,DOC-0099,Finance Reference Note 099: What is diversification in investment. Evidence summary: An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress. Validation note: answer claims should remain limited to what this chunk supports.,2,0.699,domain reference summary,high,partially relevant,no,no
EVD-00492-3,SMP-00492,DOC-0004,Finance Reference Note 004: Why is an emergency fund useful. Evidence summary: An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress. Validation note: answer claims should remain limited to what this chunk supports.,3,0.425,domain reference summary,medium,relevant,yes,yes
EVD-00493-1,SMP-00493,DOC-0086,"Environment Reference Note 086: What is air pollution. Evidence summary: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. Validation note: answer claims should remain limited to what this chunk supports.",1,0.585,public-domain style explainer,medium,relevant,yes,no
EVD-00493-2,SMP-00493,DOC-0014,"Environment Reference Note 014: What is climate adaptation. Evidence summary: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. Validation note: answer claims should remain limited to what this chunk supports.",2,0.672,public-domain style explainer,high,relevant,yes,no
EVD-00493-3,SMP-00493,DOC-0120,"Environment Reference Note 120: How does deforestation affect ecosystems. Evidence summary: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. Validation note: answer claims should remain limited to what this chunk supports.",3,0.815,synthetic policy brief,medium,relevant,yes,no
EVD-00494-1,SMP-00494,DOC-0085,"Technology Reference Note 085: What is an API. Evidence summary: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. Validation note: answer claims should remain limited to what this chunk supports.",1,0.92,public-domain style explainer,high,partially relevant,yes,no
EVD-00494-2,SMP-00494,DOC-0021,"Technology Reference Note 021: What is an API. Evidence summary: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. Validation note: answer claims should remain limited to what this chunk supports.",2,0.525,open educational note,medium,relevant,yes,yes
EVD-00494-3,SMP-00494,DOC-0048,"Technology Reference Note 048: What is an API. Evidence summary: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. Validation note: answer claims should remain limited to what this chunk supports.",3,0.748,synthetic policy brief,high,partially relevant,no,no
EVD-00495-1,SMP-00495,DOC-0075,"Healthcare Reference Note 075: What is the recommended first-line lifestyle advice fo. Evidence summary: For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized. Validation note: answer claims should remain limited to what this chunk supports.",1,0.778,public-domain style explainer,medium,relevant,yes,no
EVD-00495-2,SMP-00495,DOC-0050,"Healthcare Reference Note 050: What are common warning signs of dehydration. Evidence summary: For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized. Validation note: answer claims should remain limited to what this chunk supports.",2,0.485,curated knowledge card,high,relevant,yes,no
EVD-00495-3,SMP-00495,DOC-0005,"Healthcare Reference Note 005: How does diabetes affect wound healing. Evidence summary: For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized. Validation note: answer claims should remain limited to what this chunk supports.",3,0.444,synthetic policy brief,medium,relevant,yes,no
EVD-00496-1,SMP-00496,DOC-0013,"Education Reference Note 013: Why is feedback important in education. Evidence summary: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. Validation note: answer claims should remain limited to what this chunk supports.",1,0.569,open educational note,medium,relevant,yes,no
EVD-00496-2,SMP-00496,DOC-0065,"Education Reference Note 065: How does active recall improve learning. Evidence summary: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. Validation note: answer claims should remain limited to what this chunk supports.",2,0.468,curated knowledge card,medium,irrelevant,yes,no
EVD-00496-3,SMP-00496,DOC-0038,"Education Reference Note 038: Why is feedback important in education. Evidence summary: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. Validation note: answer claims should remain limited to what this chunk supports.",3,0.779,curated knowledge card,medium,relevant,yes,yes
